experiment_id,imputation,features,scaler,feature_engineering,model,RMSE,MAPE,R2,model_path,label
E160,ffill,corr_top6,minmax,policy_reaction,LSTM,0.1189160774461783,1.5124720643291243,0.941707156124638,models/E160_LSTM.keras,"Forward Fill + Top-6 Korelasi Pearson + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E160,ffill,corr_top6,minmax,policy_reaction,BiLSTM,0.17651758859374753,2.755190899422957,0.8715571111611753,models/E160_BiLSTM.keras,"Forward Fill + Top-6 Korelasi Pearson + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E168,ffill,corr_top6,robust,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E168_ARIMA.pkl,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E168,ffill,corr_top6,robust,policy_reaction,VAR,4.6012444560993675,63.26707076067275,-111.13568288548281,models/E168_VAR.pkl,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E168,ffill,corr_top6,robust,policy_reaction,RF,0.23043429441553093,3.3919615712472337,0.7187532938975325,models/E168_RF.pkl,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E168,ffill,corr_top6,robust,policy_reaction,XGBoost,0.206721579010065,3.020691869937571,0.773658158459156,models/E168_XGBoost.pkl,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E168,ffill,corr_top6,robust,policy_reaction,LSTM,0.13472269377597057,1.9974181173369274,0.9251803609221895,models/E168_LSTM.keras,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E168,ffill,corr_top6,robust,policy_reaction,BiLSTM,0.1966197934031527,2.908903586348993,0.8406366084217292,models/E168_BiLSTM.keras,Forward Fill + Top-6 Korelasi Pearson + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E184,ffill,mutual_info,minmax,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E184_ARIMA.pkl,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E184,ffill,mutual_info,minmax,policy_reaction,VAR,9.624819420466311,149.60556757730944,-489.6574506015009,models/E184_VAR.pkl,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E184,ffill,mutual_info,minmax,policy_reaction,RF,0.2406144786883082,3.8244345921511664,0.6933544040812774,models/E184_RF.pkl,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E184,ffill,mutual_info,minmax,policy_reaction,XGBoost,0.20150482968584718,2.8520935087285655,0.784937773620671,models/E184_XGBoost.pkl,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E184,ffill,mutual_info,minmax,policy_reaction,LSTM,0.14211529241447887,1.5285830351233547,0.916743965986022,models/E184_LSTM.keras,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E184,ffill,mutual_info,minmax,policy_reaction,BiLSTM,0.13264659538967505,2.071024837310657,0.9274685586251348,models/E184_BiLSTM.keras,"Forward Fill + Mutual Info Top-7 + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E152,ffill,corr_top6,standard,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E152_ARIMA.pkl,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E152,ffill,corr_top6,standard,policy_reaction,VAR,4.6012444560993675,63.26707076067275,-111.13568288548281,models/E152_VAR.pkl,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E152,ffill,corr_top6,standard,policy_reaction,RF,0.22897519369526279,3.3675718755936423,0.7223037034225005,models/E152_RF.pkl,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E152,ffill,corr_top6,standard,policy_reaction,XGBoost,0.2133865953790018,3.1077360995654484,0.7588276660747909,models/E152_XGBoost.pkl,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E152,ffill,corr_top6,standard,policy_reaction,LSTM,0.12240156987381563,1.7375590116357487,0.9382398888615788,models/E152_LSTM.keras,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
