exp_id,model,RMSE_test,RMSE_registry,MAPE_test,R2_train,R2_val,R2_test,R2_gap_train_test,hit_rate_all,hit_rate_change,hit_rate_hold,n_change,n_hold,RMSE_change_months,RMSE_hold_months
E136,RF,0.1433765909524416,0.14337659095244173,1.9461559618772537,0.9844643725251253,-0.8297117644643233,0.891119597463073,0.0933447750620523,0.5555555555555556,0.3333333333333333,0.6296296296296297,9,27,0.21408566967954706,0.11014341162084232
E112,XGBoost,0.2206925485654917,0.19601017688919078,3.1834143106372745,0.9999794886970574,-1.9772260629811371,0.74203038370958,0.2579491049874775,0.4166666666666667,0.6666666666666666,0.3333333333333333,9,27,0.24104613409042827,0.21347721596569108
