scaler,mean,std,min,max,count
robust,1.1520962231565428,0.5017998868210866,0.1934243323986154,2.451394173729309,256
minmax,1.152696632816554,0.5014724302461125,0.19404083961549454,2.451394173729309,256
standard,1.1530460026640035,0.5009670476743395,0.19404083961549454,2.451394173729309,256
