features,calendar,diff,interaction,lag,lag_rolling,none,policy_reaction,rolling
all,1.0630141096733448,0.843855178709911,1.0936131873320016,0.8938342971083201,0.8530944641049364,1.0285151282321492,0.7929801074840667,0.9895995174658875
corr_top6,2.114326268040076,1.8063369298437877,2.3743371474674864,1.5345529601193741,1.3187830015020923,2.1153756001142,0.7189460625495352,1.0491608483014543
domain_itf,1.2091048629839742,0.9745982442209257,1.413976426259473,1.060555981116935,1.1052790760975861,1.226852674544211,0.7663300998673397,1.018529445452956
mutual_info,1.0583855844607413,0.8997482665035071,1.117596651967779,0.8717715414451216,0.8171638093196151,1.0113173708280565,0.7434704707241133,0.9986091782881102
