model,n_train,RMSE_train,MAPE_train,R2_train,sd_target_train,rentang_target_train,n_val,RMSE_val,MAPE_val,R2_val,sd_target_val,rentang_target_val,n_test,RMSE_test,MAPE_test,R2_test,sd_target_test,rentang_target_test,R2_gap_train_test,RMSE_gap_train_test
RF,106,0.13468981652977874,1.3229523214317132,0.9844643725251253,1.0806134330085082,3.5,36,0.7595992317364222,18.703601504013193,-0.8297117644643242,0.5615561354040008,2.0,36,0.14337659095244165,1.9461559618772593,0.891119597463073,0.4345136169711294,1.5,0.0933447750620523,0.008686774422662913
BiLSTM,103,0.16782968582095625,1.7454841534044836,0.9763274452463832,1.090802731271059,3.5,36,0.2883713880251598,5.793968252403316,0.7362952318549056,0.5615561354040008,2.0,36,0.14626941156698303,2.0132585289075484,0.8866816489393357,0.4345136169711294,1.5,0.0896457963070475,-0.02156027425397322
LSTM,103,0.10822882499790047,1.186673294244109,0.9901555047543646,1.090802731271059,3.5,36,0.4223972161211751,9.057338488574969,0.4342093824493124,0.5615561354040008,2.0,36,0.16198860207755122,2.3006637621540507,0.8610168556418336,0.4345136169711294,1.5,0.12913864911253103,0.05375977707965075
XGBoost,106,0.004894034047770308,0.06518257255913142,0.9999794886970574,1.0806134330085082,3.5,36,0.9689449033783464,24.08866787592749,-1.9772260629811371,0.5615561354040008,2.0,36,0.2206925485654917,3.1834143106372745,0.74203038370958,0.4345136169711294,1.5,0.2579491049874775,0.2157985145177214
