experiment_id,RMSE_uji,RMSE_val,rank_uji,rank_val
E105,1.033794147506185,1.1376276569832053,178,122
E097,1.0338011093581438,1.1375796813379997,180,119
E362,1.0367216323591597,1.3142200211814823,181,187
E370,1.0368165456833656,1.314308006326368,182,188
E378,1.0372257715299218,1.3143133927436237,183,189
E201,1.0374969032669825,1.1274190457823174,184,100
E193,1.0375066824972072,1.1276273499649474,185,102
E209,1.0377414563794545,1.1274458614092078,186,101
E163,1.0420472763865734,1.4099712869682341,187,211
E155,1.0422246582824921,1.4102701096696535,188,213
E147,1.0425133388183432,1.4100656122847117,189,212
E259,1.0426608112893023,1.4179997994775437,190,220
E251,1.0427199539978333,1.4182420859275393,191,222
E243,1.0429767937905414,1.418069556548852,192,221
E018,1.0471075714107625,1.3123137518049435,193,184
E002,1.0474840904710585,1.3125090308233374,194,186
E010,1.047540593914806,1.312458406440101,195,185
E067,1.0481113636967034,1.4111977654461447,196,214
E059,1.0482792414647681,1.4113493135967312,197,216
E051,1.0485684380906504,1.411216934094127,198,215
E199,1.05002473664425,1.1792065308826714,199,136
E207,1.0500400779476307,1.1792851505898114,200,137
E215,1.0506433187827282,1.1793326478358752,201,138
E290,1.0561772486099086,1.32246330012222,202,193
E306,1.0561806674793073,1.3224684805308073,203,194
E298,1.0564055111420694,1.3226563725970404,204,195
E118,1.0569159482887507,1.1694561461397825,205,133
E102,1.0569159482887507,1.169402747128007,205,132
E110,1.056915948288751,1.169457537946376,207,134
E119,1.0596211169024312,1.1862834733794803,208,140
E111,1.0596273110554728,1.1863294676877243,209,141
E103,1.059663458061363,1.1861911213265417,210,139
E355,1.0630868226626706,1.4169670757605992,211,218
E347,1.0632781437783532,1.4171076026892404,212,219
E339,1.0634633373592202,1.4169584433032067,213,217
E015,1.0685922640699794,1.1626701746652928,214,130
E007,1.0686161729807793,1.162573678578631,215,129
E023,1.068673695044263,1.1626755075752588,216,131
E077,1.0700716491372777,1.1294486468949265,217,107
E365,1.0700716491372777,1.1294486468949265,217,107
E269,1.0700716491372777,1.1294486468949263,217,106
E093,1.0701069189971828,1.1289147268462072,220,103
E285,1.0701069189971828,1.1289147268462072,220,103
E381,1.0701069189971828,1.1289147268462072,220,103
E277,1.0701076102497842,1.1296123527232003,223,109
E373,1.0701076102497842,1.1296123527232003,223,109
E085,1.0701076102497842,1.1296123527232003,223,109
E303,1.0735356798926068,1.1606867864088009,226,127
E311,1.0735605914301376,1.1607154007304628,227,128
E295,1.0735708932684938,1.160591408538195,228,126
E271,1.0844295096494831,1.0946559485504437,229,76
E079,1.0844295096494831,1.0946559485504437,229,76
E367,1.0844295096494831,1.0946559485504437,229,76
E279,1.084472186580156,1.0944401886798767,232,72
E375,1.084472186580156,1.0944401886798767,232,72
E087,1.0844721865801563,1.0944401886798767,234,72
E287,1.084479036874001,1.0944158099035053,235,69
E095,1.084479036874001,1.0944158099035053,235,69
E383,1.084479036874001,1.0944158099035053,235,69
E214,1.102548686763813,1.210419056811335,238,149
E198,1.1025560962066079,1.2104281000376815,239,150
E206,1.1025567005455326,1.21041421570422,240,148
E174,1.1060489787857652,1.2214933091897047,241,162
E182,1.1060489787857652,1.221374205469634,241,160
E190,1.1060911504616713,1.221374205469634,243,160
E294,1.107387025100902,1.1979430668433064,244,144
E302,1.1073872065202837,1.1978791361486614,245,142
E310,1.1073872065202837,1.1978839165567632,245,143
E006,1.1075934729059767,1.2070468010991504,247,147
E014,1.1075935037393858,1.2069857344937065,248,145
E022,1.1076005048149824,1.2069881409709629,249,146
E237,1.1087368759742866,1.484194141370602,250,229
E229,1.1091047925276163,1.485316233858328,251,231
E221,1.109652109490567,1.4851636375537152,252,230
E270,1.110702074254766,1.21580114664928,253,153
E278,1.110702074254766,1.2157935778970095,253,152
E286,1.110702074254766,1.2157882096004733,253,151
E382,1.122995347412215,1.2339894113534247,256,166
E366,1.122995347412215,1.234090756868856,256,168
E374,1.122995347412215,1.2339960454896088,256,167
E045,1.1262395735913286,1.4732907332479477,259,223
E037,1.1267775156928665,1.4741193604599137,260,225
E029,1.127094889256592,1.474082308232139,261,224
E086,1.1306261501930668,1.2432615383068337,262,176
E078,1.1306261501930668,1.2433564794097496,262,177
E094,1.1306261501930668,1.2432552682369336,262,175
E333,1.186355114506808,1.4758250114094436,265,226
E325,1.1868017816953516,1.4768634312471476,266,228
E317,1.1869911306062528,1.4768046222434323,267,227
E047,1.1894913268147769,1.5175452212508027,268,232
E039,1.1894985243537726,1.517734881309675,269,233
E031,1.1896272804643746,1.5177380886890703,270,234
E223,1.1920301507809041,1.5580165045359964,271,238
E231,1.1922868788509233,1.5582602730071278,272,240
E239,1.1928084879223877,1.5581025133101662,273,239
E143,1.2002105450874712,1.5689185362019202,274,245
E135,1.2003185725625372,1.569067244481496,275,246
E127,1.2005402520145778,1.568772870980392,276,244
E217,1.212288178645771,1.6190601645000537,277,253
E225,1.2122889425114218,1.6191146163924652,278,254
E233,1.2125824956278575,1.6191283911555108,279,255
E041,1.214155010316067,1.5710263639459958,280,248
E025,1.2143471777004002,1.571111450052061,281,249
E033,1.214352673936085,1.5709111033457914,282,247
E129,1.2213799356683956,1.6056206804414788,283,251
E137,1.221452103411277,1.605678986050712,284,252
E121,1.2217941252319506,1.605506473306428,285,250
E234,1.249082078095702,1.8669252556702158,286,293
