bulan,model,pangsa_persistensi,pangsa_makro
2025-Jul,RF,75.48058418297128,24.51941581702871
2025-Jul,XGBoost,47.99501984942096,52.00498015057904
2025-Jul,LSTM,6.746793507029677,93.25320649297032
2025-Jul,BiLSTM,10.346860986929395,89.65313901307061
2024-Apr,RF,62.71419568674449,37.28580431325551
2024-Apr,XGBoost,32.07712033110383,67.92287966889616
2024-Apr,LSTM,3.889204640688519,96.11079535931147
2024-Apr,BiLSTM,3.2803061373355082,96.7196938626645
