features,minmax,robust,standard
all,0.9449136558987238,0.9443256881032537,0.9452004022895041
corr_top6,1.6287568364068512,1.6288354259258542,1.6293397943940469
domain_itf,1.0970495722382503,1.0962746272912807,1.0973858544242443
mutual_info,0.9400664667223907,0.9389491513057823,0.9402579595482187
